longitude,latitude,housing_median_age,total_rooms,population,households,median_income
-122.19,37.8,52.0,1813.0,637.0,277.0,4.0114
-118.28,34.09,49.0,3828.0,2862.0,1009.0,2.4677
-118.21,34.12,41.0,1904.0,1666.0,498.0,3.6845
-119.53,36.78,20.0,2822.0,1372.0,455.0,4.5625
-121.92,38.03,16.0,2176.0,1410.0,434.0,3.5436
-122.0,37.96,32.0,3364.0,1980.0,678.0,3.7
-120.21,36.77,20.0,1745.0,1093.0,302.0,2.3194
-122.32,37.93,40.0,3056.0,1103.0,481.0,5.1067
-122.03,37.98,16.0,1209.0,627.0,482.0,1.3894
-119.05,35.34,17.0,2387.0,1204.0,423.0,4.0529
-122.07,37.63,24.0,2329.0,1401.0,453.0,4.5913
-121.98,37.54,17.0,5133.0,3386.0,1339.0,3.1326
-122.3,37.89,52.0,1248.0,620.0,275.0,4.0875
-118.4,37.36,34.0,2465.0,1172.0,575.0,1.9722
-122.36,37.95,38.0,1066.0,729.0,286.0,1.5139
-119.69,36.43,29.0,1799.0,1278.0,387.0,1.7813
-118.47,34.2,25.0,4590.0,2723.0,1195.0,2.7118
-118.42,34.27,35.0,674.0,808.0,173.0,2.6667
-122.28,37.85,52.0,2246.0,1005.0,449.0,2.4167
-119.01,35.37,33.0,821.0,579.0,172.0,1.2469
-122.25,37.87,41.0,685.0,266.0,123.0,5.2289
-122.24,37.82,52.0,3481.0,1444.0,718.0,3.9
-119.65,36.34,46.0,1730.0,752.0,323.0,1.8529
-122.08,37.65,35.0,1813.0,1093.0,374.0,3.6818
-118.45,34.23,25.0,4393.0,3781.0,1267.0,2.5833
-119.88,36.85,8.0,2580.0,1111.0,393.0,7.5
-122.1,37.63,29.0,2172.0,1377.0,408.0,3.7895
-118.27,34.09,52.0,1079.0,439.0,201.0,4.625
-119.7,36.82,25.0,2379.0,1482.0,484.0,2.3173
-122.26,37.85,52.0,3503.0,1504.0,734.0,3.2705
-121.56,39.69,8.0,2836.0,1163.0,512.0,3.13
-119.61,36.33,32.0,1492.0,926.0,264.0,3.0139
-120.14,36.0,33.0,1726.0,1371.0,388.0,2.0335
-121.61,37.86,30.0,1428.0,989.0,287.0,3.691
-118.49,34.28,31.0,3508.0,1957.0,588.0,6.6458
-122.16,37.7,36.0,1719.0,836.0,311.0,4.4375
-120.37,36.15,34.0,2084.0,868.0,347.0,4.381
-120.95,38.79,12.0,3247.0,1459.0,517.0,4.3981
-119.96,38.84,17.0,2722.0,828.0,289.0,3.5714
-119.74,36.71,17.0,5872.0,5034.0,1224.0,2.1905
-121.02,40.51,17.0,890.0,406.0,154.0,3.3036
-118.62,34.2,29.0,2421.0,1120.0,388.0,5.0309
-118.49,34.26,27.0,2722.0,1164.0,419.0,4.6591
-122.03,37.69,20.0,200.0,83.0,31.0,6.5
-118.51,34.27,36.0,2276.0,1001.0,419.0,4.1042
-120.2,40.26,26.0,2399.0,1037.0,443.0,2.6765
-122.15,37.7,36.0,1468.0,733.0,229.0,3.4583
-119.58,36.83,13.0,6135.0,2473.0,774.0,5.4895
-122.23,37.84,47.0,3175.0,1098.0,485.0,5.2868
-119.12,35.39,13.0,1264.0,552.0,187.0,4.5903
-122.18,37.79,39.0,617.0,236.0,106.0,5.2578
-119.24,35.68,21.0,1885.0,1539.0,388.0,2.5208
-122.07,37.97,20.0,1705.0,856.0,341.0,3.7262
-118.31,34.05,40.0,1667.0,1161.0,384.0,3.1406
-119.08,35.34,16.0,1535.0,768.0,236.0,5.4449
-118.63,34.18,33.0,5252.0,2041.0,730.0,6.7977
-122.22,37.88,20.0,95.0,31.0,15.0,2.4444
-118.2,34.14,52.0,3800.0,1842.0,620.0,5.5524
-118.3,34.05,44.0,1612.0,2028.0,593.0,1.9152
-122.22,37.79,38.0,3049.0,2167.0,659.0,2.7969
-121.99,37.83,16.0,2939.0,1177.0,396.0,8.0839
-120.57,38.35,17.0,1504.0,661.0,250.0,2.2604
-122.3,37.89,36.0,1077.0,518.0,276.0,3.0208
-122.28,37.85,52.0,1898.0,1102.0,397.0,1.808
-118.59,34.23,14.0,4407.0,2676.0,1128.0,3.4091
-122.07,37.67,28.0,2932.0,1198.0,624.0,3.2417
-122.33,37.92,26.0,3887.0,2512.0,740.0,2.2301
-115.64,32.8,23.0,1228.0,569.0,235.0,3.1667
-122.28,37.86,52.0,1999.0,780.0,358.0,3.3906
-119.03,35.41,37.0,1761.0,911.0,365.0,2.0331
-118.56,34.19,36.0,2600.0,1246.0,426.0,4.1111
-122.01,37.55,34.0,2791.0,1276.0,468.0,4.9167
-117.7,35.6,16.0,2678.0,1473.0,487.0,3.858
-118.42,34.15,27.0,2795.0,1073.0,535.0,5.1496
-118.26,34.08,52.0,984.0,994.0,260.0,2.3816
-118.39,34.15,29.0,3110.0,1212.0,642.0,4.2031
-120.37,36.13,10.0,2522.0,1335.0,493.0,3.2639
-118.35,34.07,46.0,1651.0,512.0,397.0,4.0179
-119.78,36.78,37.0,2185.0,1143.0,438.0,1.9784
-119.89,36.76,17.0,1987.0,1152.0,313.0,4.1719
-119.72,36.82,15.0,946.0,550.0,246.0,2.2639
-118.49,34.31,25.0,1024.0,357.0,147.0,7.0598
-122.24,37.75,45.0,891.0,384.0,146.0,4.9489
-115.51,32.68,11.0,2872.0,2644.0,581.0,2.625
-121.93,37.53,27.0,5532.0,2855.0,960.0,4.7478
-118.2,34.08,41.0,1807.0,1699.0,424.0,2.2222
-121.89,37.67,20.0,2948.0,1181.0,474.0,6.0604
-120.55,38.07,27.0,1199.0,463.0,199.0,2.9063
-118.42,34.24,36.0,1181.0,775.0,218.0,4.7228
-122.01,37.53,27.0,1890.0,889.0,314.0,5.7057
-124.08,40.06,17.0,1319.0,393.0,163.0,2.625
-118.58,34.21,13.0,6227.0,3739.0,1226.0,4.0313
-118.36,34.07,48.0,1740.0,748.0,357.0,4.7019
-119.46,36.61,13.0,1348.0,719.0,246.0,3.625
-118.6,34.19,16.0,14912.0,5105.0,3302.0,2.8312
-122.1,37.67,34.0,3659.0,2479.0,903.0,2.9564
-119.71,36.77,11.0,5112.0,2487.0,1243.0,2.1461
-119.25,35.77,35.0,1618.0,1449.0,398.0,1.6786
-119.71,36.76,28.0,2675.0,1392.0,521.0,2.3108
-120.55,38.46,16.0,1443.0,435.0,181.0,3.2031
-122.07,37.7,39.0,1420.0,645.0,277.0,4.125
-122.25,37.84,52.0,2535.0,1094.0,514.0,3.6591
-121.87,39.75,22.0,1707.0,822.0,297.0,3.6625
-122.01,37.99,28.0,1900.0,918.0,351.0,3.7841
-118.35,34.06,52.0,3446.0,1768.0,1245.0,2.4722
-123.82,40.16,19.0,2283.0,1184.0,453.0,1.2227
-121.8,37.7,22.0,5533.0,2474.0,910.0,4.7361
-118.17,34.1,37.0,299.0,318.0,92.0,1.3125
-118.22,34.06,52.0,48.0,41.0,10.0,10.2264
-118.25,34.12,11.0,1281.0,1584.0,330.0,2.8889
-115.53,32.97,34.0,2231.0,1568.0,510.0,1.5217
-122.13,37.71,44.0,1421.0,609.0,270.0,3.5781
-119.77,36.32,14.0,3400.0,1867.0,612.0,3.9926
-121.99,37.96,16.0,3324.0,1470.0,461.0,7.6166
-118.55,34.2,21.0,2549.0,1624.0,628.0,3.6905
-122.26,37.82,40.0,624.0,423.0,160.0,0.9506
-122.19,37.76,38.0,1493.0,1144.0,351.0,0.7683
-121.96,37.51,22.0,5811.0,3215.0,1086.0,4.4107
-122.72,38.88,29.0,2781.0,890.0,310.0,1.9906
-122.07,37.86,23.0,1025.0,263.0,191.0,3.12
-120.83,38.74,17.0,3685.0,1714.0,734.0,2.2269
-118.44,34.3,38.0,1595.0,1181.0,327.0,3.4
-120.64,40.41,50.0,1741.0,987.0,383.0,1.5066
-122.18,37.75,46.0,941.0,621.0,195.0,1.325
-118.25,34.0,29.0,1419.0,1696.0,317.0,2.2813
-118.36,34.03,38.0,2365.0,2259.0,607.0,2.0879
-118.56,34.21,36.0,1286.0,788.0,248.0,3.5333
-117.66,35.63,33.0,2579.0,1155.0,431.0,2.0441
-118.47,34.24,19.0,2405.0,1855.0,621.0,2.3111
-120.46,38.09,16.0,3758.0,1777.0,615.0,3.0
-119.44,36.59,32.0,1153.0,761.0,241.0,2.825
-118.35,34.15,52.0,1680.0,493.0,211.0,9.042
-118.42,34.19,33.0,3285.0,2281.0,786.0,2.6165
-118.45,34.22,8.0,2609.0,1803.0,695.0,2.7714
-122.24,37.82,52.0,3665.0,1470.0,520.0,6.155
-122.36,37.95,40.0,408.0,302.0,81.0,1.8333
-118.28,34.07,41.0,1072.0,1111.0,314.0,1.9233
-118.98,35.4,36.0,1443.0,680.0,259.0,2.9821
-122.1,37.66,33.0,1954.0,1293.0,448.0,3.0489
-118.24,34.08,52.0,137.0,65.0,24.0,4.025
-121.57,39.5,31.0,2023.0,1073.0,436.0,1.5714
-122.28,37.86,52.0,2031.0,958.0,445.0,1.9327
-118.28,34.25,35.0,2045.0,1166.0,407.0,3.5214
-118.38,34.21,38.0,1363.0,1798.0,405.0,2.3182
-118.35,34.08,52.0,2088.0,908.0,375.0,3.8141
-122.19,37.78,52.0,2492.0,1109.0,375.0,4.3125
-120.62,38.39,15.0,3750.0,1444.0,603.0,2.7399
-118.48,34.27,33.0,2649.0,1303.0,437.0,4.9955
-119.02,35.42,40.0,1912.0,1015.0,413.0,1.4598
-118.3,34.06,33.0,2437.0,3906.0,1084.0,2.0332
-118.37,34.07,39.0,2309.0,870.0,546.0,3.1677
-122.25,37.81,52.0,1758.0,686.0,422.0,3.1691
-118.37,34.06,52.0,1608.0,630.0,252.0,5.5596
-119.01,35.34,44.0,1730.0,782.0,278.0,3.0208
-118.18,34.08,33.0,1369.0,1475.0,377.0,2.3281
-120.76,38.65,17.0,2319.0,1126.0,372.0,3.5511
-124.11,40.81,23.0,959.0,425.0,175.0,2.5536
-118.35,34.05,47.0,2815.0,1533.0,594.0,2.5806
-118.33,34.12,23.0,1894.0,769.0,392.0,6.0352
-118.36,34.1,36.0,2963.0,1129.0,745.0,2.5588
-118.19,34.08,38.0,1241.0,1055.0,263.0,2.3409
-122.03,38.0,25.0,3577.0,1753.0,593.0,5.7295
-118.4,34.18,32.0,3724.0,1912.0,791.0,3.5711
-118.65,34.21,5.0,5429.0,2315.0,687.0,9.6465
-118.62,34.2,32.0,3233.0,1678.0,545.0,5.0025
-119.05,35.36,30.0,4635.0,2307.0,754.0,3.6548
-122.26,38.0,6.0,678.0,318.0,91.0,5.2375
-124.18,40.78,33.0,1076.0,656.0,236.0,2.5096
-122.03,37.61,36.0,1409.0,1002.0,281.0,3.7262
-122.04,37.96,16.0,2913.0,1705.0,693.0,2.9097
-121.53,39.53,35.0,1806.0,683.0,295.0,4.5156
-124.19,40.77,30.0,2975.0,1367.0,583.0,2.442
-119.08,35.42,10.0,4159.0,2089.0,591.0,5.5261
-122.0,37.54,26.0,1910.0,852.0,357.0,5.8325
-119.83,36.8,24.0,3756.0,1586.0,739.0,3.8571
-118.51,34.23,27.0,4580.0,2252.0,850.0,4.7926
-122.1,39.47,43.0,1320.0,512.0,197.0,2.4917
-119.64,36.36,13.0,2360.0,1055.0,312.0,5.2134
-122.3,37.86,50.0,499.0,287.0,128.0,2.75
-118.29,34.0,6.0,1487.0,1509.0,403.0,1.4639
-122.08,37.68,15.0,3051.0,1479.0,668.0,3.5295
-124.05,40.94,14.0,1452.0,516.0,181.0,5.0329
-118.42,34.18,31.0,2887.0,1626.0,637.0,3.6745
-118.31,34.26,37.0,1444.0,624.0,239.0,5.76
-118.23,34.1,41.0,1353.0,1536.0,416.0,2.1687
-121.86,39.78,12.0,7653.0,3628.0,1494.0,3.0905
-118.46,34.27,28.0,1865.0,1182.0,440.0,2.6193
-121.94,38.02,29.0,5765.0,3266.0,1131.0,2.7907
-121.72,37.7,17.0,1671.0,729.0,252.0,6.1023
-119.76,36.75,35.0,1607.0,1407.0,382.0,2.19
-118.19,34.14,47.0,2525.0,1514.0,498.0,4.3359
-118.26,34.02,38.0,1091.0,1786.0,340.0,2.131
-119.75,36.78,33.0,1145.0,508.0,198.0,2.3333
-118.3,34.03,47.0,2241.0,1775.0,504.0,2.1571
-122.14,37.88,34.0,6986.0,2865.0,1124.0,6.2275
-118.48,35.14,4.0,8417.0,4631.0,1468.0,3.6949
-121.81,37.99,22.0,2331.0,1086.0,340.0,5.1435
-122.35,37.93,41.0,268.0,198.0,82.0,3.2222
-118.46,34.16,16.0,4590.0,2195.0,1139.0,3.8273
-119.12,35.33,4.0,8574.0,4250.0,1444.0,5.1036
-118.58,34.18,28.0,908.0,368.0,143.0,5.6159
-122.25,37.87,52.0,609.0,1349.0,250.0,1.1696
-122.2,37.77,49.0,2272.0,1621.0,483.0,2.4338
-120.87,38.83,12.0,2180.0,1070.0,377.0,2.8562
-122.18,37.77,27.0,909.0,396.0,157.0,2.0786
-118.45,34.16,22.0,7828.0,3303.0,1922.0,3.6171
-122.18,37.68,5.0,2087.0,840.0,401.0,5.4858
-121.93,37.74,16.0,3326.0,1272.0,402.0,6.8806
-119.95,36.8,30.0,1233.0,620.0,199.0,3.4297
-118.3,34.07,36.0,2657.0,2274.0,723.0,3.425
-118.44,34.22,41.0,1030.0,664.0,223.0,3.8083
-118.44,34.25,35.0,1583.0,1481.0,351.0,3.7
-122.26,37.83,51.0,936.0,517.0,249.0,1.2852
-118.25,34.01,28.0,481.0,596.0,128.0,1.2396
-121.92,37.73,24.0,1407.0,501.0,295.0,2.4821
-121.7,37.98,9.0,3079.0,1562.0,512.0,5.1041
-119.01,35.37,44.0,593.0,364.0,121.0,1.4779
-122.04,37.58,14.0,14917.0,8012.0,2606.0,5.6277
-117.67,35.63,32.0,3661.0,1613.0,706.0,3.0687
-124.14,40.77,27.0,3046.0,1407.0,571.0,2.9143
-121.93,37.93,16.0,2169.0,877.0,245.0,6.6049
-118.28,34.04,19.0,460.0,890.0,229.0,1.6089
-118.39,37.37,25.0,3295.0,1477.0,770.0,1.8325
-118.44,34.17,25.0,4966.0,1941.0,958.0,3.8081
-118.28,34.11,45.0,1607.0,633.0,332.0,3.1445
-120.98,38.34,27.0,3471.0,1793.0,600.0,3.5508
-122.08,37.87,26.0,2405.0,680.0,531.0,2.4896
-119.42,35.19,26.0,890.0,483.0,170.0,4.15
-119.62,36.59,17.0,2287.0,1330.0,393.0,4.0197
-122.23,37.79,30.0,999.0,1011.0,263.0,1.8854
-122.05,37.54,25.0,4209.0,2568.0,703.0,5.2882
-122.21,37.76,52.0,1420.0,1085.0,300.0,1.7546
-118.34,34.26,37.0,1776.0,702.0,265.0,5.2661
-122.15,37.76,39.0,1823.0,763.0,270.0,6.0749
-122.19,37.79,50.0,954.0,546.0,201.0,2.6667
-122.32,38.0,32.0,2275.0,1233.0,418.0,4.0437
-122.0,37.96,28.0,4071.0,2033.0,647.0,4.5833
-119.01,35.38,52.0,114.0,158.0,26.0,1.075
-119.79,36.79,26.0,1700.0,909.0,386.0,2.256
-120.79,38.83,15.0,1374.0,709.0,239.0,1.7222
-122.09,37.69,20.0,4296.0,1732.0,800.0,4.8036
-118.61,34.19,28.0,3824.0,1790.0,701.0,4.1154
-122.12,38.01,50.0,1300.0,691.0,239.0,3.9519
-115.4,32.86,19.0,1087.0,649.0,173.0,3.3182
-122.18,37.73,43.0,1391.0,855.0,285.0,2.5192
-122.1,37.61,35.0,2361.0,1727.0,467.0,4.5281
-118.45,34.27,33.0,1194.0,839.0,230.0,3.705
-118.36,34.08,52.0,2373.0,1135.0,576.0,3.1765
-120.71,38.73,17.0,2146.0,862.0,351.0,2.9219
-118.42,34.23,34.0,1550.0,1011.0,288.0,4.5375
-118.25,34.01,30.0,962.0,1280.0,263.0,1.4464
-119.01,35.34,36.0,973.0,613.0,187.0,1.5625
-115.62,33.04,20.0,1121.0,766.0,230.0,2.2969
-120.08,36.34,18.0,1524.0,2030.0,356.0,2.1153
-118.51,34.2,34.0,2871.0,1350.0,535.0,3.7049
-119.83,36.37,25.0,1549.0,819.0,272.0,2.7159
-119.44,36.58,37.0,1054.0,879.0,257.0,2.5234
-118.34,34.04,42.0,2010.0,1203.0,427.0,1.9408
-119.72,36.76,23.0,6403.0,3573.0,1260.0,2.3006
-115.58,32.81,5.0,805.0,458.0,143.0,4.475
-118.41,35.63,15.0,5907.0,2310.0,1001.0,2.3125
-124.14,40.8,32.0,1373.0,872.0,306.0,2.5
-118.31,34.02,41.0,1046.0,727.0,201.0,1.6667
-122.11,37.64,31.0,1487.0,854.0,301.0,5.2312
-119.59,36.11,32.0,752.0,524.0,155.0,2.25
-118.32,34.02,51.0,2010.0,1355.0,433.0,2.0304
-122.23,37.76,52.0,1316.0,378.0,162.0,5.2915
-118.37,34.14,21.0,4670.0,1914.0,1094.0,3.7986
-118.32,34.26,24.0,5106.0,2310.0,957.0,4.4375
-120.55,38.12,10.0,1566.0,785.0,291.0,2.5
-121.84,39.72,52.0,1457.0,802.0,342.0,0.9566
-121.78,37.67,26.0,2211.0,1024.0,321.0,5.2649
-122.08,37.95,33.0,1043.0,425.0,148.0,4.8702
-122.36,37.96,31.0,1157.0,956.0,232.0,1.5347
-118.29,34.25,8.0,5568.0,3565.0,1374.0,3.0795
-118.37,34.18,36.0,1608.0,1217.0,374.0,2.9728
-121.99,39.15,17.0,6440.0,3266.0,1142.0,2.7137
-118.18,34.12,52.0,1081.0,904.0,283.0,1.9219
-118.17,34.12,30.0,3376.0,1990.0,725.0,3.7813
-122.21,37.81,52.0,1389.0,510.0,224.0,5.2402
-122.26,37.84,42.0,2555.0,1206.0,595.0,2.0804
-118.4,34.24,35.0,2552.0,1850.0,503.0,4.775
-122.9,39.23,39.0,1295.0,534.0,179.0,3.9519
-122.28,37.77,52.0,1468.0,870.0,347.0,2.9688
-122.28,37.81,17.0,924.0,609.0,289.0,1.5
-120.32,38.71,13.0,1115.0,86.0,32.0,3.5667
-119.85,36.8,14.0,1876.0,1031.0,311.0,3.6563
-118.3,34.11,25.0,1590.0,568.0,206.0,8.4389
-119.13,35.22,5.0,6268.0,3269.0,980.0,5.1457
-121.6,39.8,10.0,1742.0,721.0,312.0,2.4537
-121.99,37.98,23.0,2293.0,969.0,399.0,4.4536
-122.28,37.9,52.0,1369.0,490.0,248.0,4.1212
-119.76,36.73,46.0,1347.0,854.0,267.0,1.8723
-122.17,37.74,41.0,1613.0,1481.0,414.0,2.4028
-122.14,37.76,34.0,1513.0,545.0,211.0,5.5701
-120.97,38.91,7.0,4341.0,1978.0,682.0,4.8311
-122.26,37.86,52.0,3497.0,1493.0,794.0,2.9044
-121.53,39.44,26.0,1340.0,662.0,239.0,2.6071
-122.26,37.84,52.0,696.0,345.0,174.0,2.6736
-118.28,34.03,41.0,1933.0,3121.0,719.0,1.8539
-118.45,34.22,24.0,3442.0,4625.0,1097.0,2.0699
-119.49,36.58,21.0,2106.0,867.0,380.0,1.9913
-118.95,35.26,24.0,1341.0,667.0,184.0,4.0
-118.21,34.07,42.0,902.0,1312.0,323.0,1.9375
-122.06,37.86,16.0,5187.0,1512.0,986.0,4.4551
-119.78,36.86,10.0,2902.0,1200.0,363.0,8.3608
-122.07,37.66,28.0,2280.0,1255.0,587.0,2.6719
-121.87,39.74,7.0,1737.0,747.0,265.0,3.9
-122.27,37.8,16.0,994.0,800.0,362.0,2.0938
-122.28,37.81,35.0,948.0,467.0,169.0,1.8088
-118.21,34.04,47.0,1306.0,1499.0,346.0,2.2788
-118.4,34.14,52.0,1695.0,595.0,264.0,6.0678
-118.28,34.12,50.0,2384.0,836.0,337.0,12.8763
-121.89,37.68,22.0,1898.0,734.0,245.0,6.2918
-118.28,34.05,35.0,1627.0,3013.0,791.0,1.5565
-118.36,34.13,36.0,6871.0,2216.0,1130.0,8.0499
-118.19,34.13,50.0,1309.0,883.0,293.0,3.1287
-122.29,37.82,2.0,158.0,94.0,57.0,2.5625
-118.31,34.12,39.0,3895.0,1271.0,536.0,8.0073
-120.88,38.91,15.0,3876.0,1960.0,691.0,2.902
-120.59,38.53,15.0,432.0,208.0,73.0,3.6125
-118.43,34.17,34.0,2180.0,906.0,429.0,4.4464
-118.32,34.11,48.0,4472.0,2796.0,1397.0,2.3974
-118.39,34.14,34.0,4624.0,1572.0,719.0,6.5533
-118.28,34.1,49.0,2843.0,2004.0,796.0,2.7875
-115.56,32.96,21.0,2164.0,1164.0,421.0,3.8177
-122.26,38.03,25.0,2239.0,928.0,353.0,4.4474
-118.34,34.08,52.0,2756.0,971.0,510.0,5.5871
-118.28,34.0,46.0,1650.0,1992.0,458.0,2.3403
-118.35,34.05,44.0,1856.0,1374.0,469.0,2.0984
-122.29,37.85,52.0,477.0,218.0,106.0,2.5682
-120.35,36.14,9.0,2671.0,1484.0,541.0,1.7075
-122.27,37.86,49.0,2052.0,924.0,414.0,2.5417
-118.36,34.04,34.0,3239.0,2331.0,765.0,2.0538
-121.63,39.78,28.0,1677.0,770.0,309.0,2.6823
-122.09,37.69,43.0,500.0,273.0,120.0,3.3125
-119.82,36.75,41.0,1022.0,741.0,213.0,2.0781
-118.52,34.24,6.0,3218.0,2295.0,876.0,3.0926
-115.55,32.78,5.0,2652.0,1767.0,536.0,2.8025
-118.37,34.07,52.0,1084.0,468.0,255.0,3.4286
-119.69,36.69,36.0,1432.0,836.0,237.0,2.1563
-122.11,38.01,41.0,1345.0,718.0,283.0,3.3831
-118.24,34.06,19.0,2870.0,3325.0,978.0,1.7395
-118.27,34.07,34.0,786.0,1239.0,320.0,2.3438
-118.44,34.19,37.0,1516.0,983.0,347.0,5.0
-115.5,32.68,18.0,3631.0,3565.0,924.0,1.5931
-118.43,35.12,8.0,1968.0,930.0,360.0,3.2632
-118.5,34.26,33.0,2831.0,1340.0,504.0,4.8316
-122.3,37.9,15.0,5083.0,2420.0,1146.0,4.5824
-119.81,36.79,35.0,2314.0,954.0,457.0,2.9506
-120.27,38.29,10.0,3486.0,298.0,124.0,3.3542
-122.28,37.82,52.0,1387.0,1074.0,304.0,1.2171
-122.24,37.73,21.0,7031.0,2930.0,1235.0,4.5213
-118.42,34.22,29.0,1807.0,1234.0,310.0,5.3767
-118.28,34.08,52.0,2465.0,2328.0,746.0,2.6178
-119.34,35.6,16.0,1584.0,1011.0,268.0,2.4961
-118.44,34.19,29.0,1599.0,1143.0,438.0,2.4583
-115.49,32.69,17.0,1960.0,1691.0,356.0,1.899
-122.28,37.85,49.0,1130.0,607.0,239.0,2.4597
-118.33,34.03,46.0,2312.0,1552.0,603.0,1.6429
-118.61,34.21,41.0,1058.0,778.0,245.0,3.3534
-120.01,38.91,27.0,968.0,283.0,143.0,2.0938
-118.91,35.3,28.0,1793.0,1233.0,351.0,2.7845
-121.78,38.0,8.0,2371.0,1094.0,396.0,5.3245
-118.23,34.11,31.0,1021.0,495.0,191.0,5.5051
-121.61,39.52,24.0,1610.0,909.0,323.0,1.8661
-121.71,39.71,17.0,2748.0,1174.0,514.0,3.0660000000000003
-122.16,37.86,36.0,3359.0,1298.0,483.0,8.1586
-122.09,37.68,41.0,1834.0,1105.0,467.0,2.8322
-122.32,37.96,25.0,1728.0,934.0,412.0,3.375
-120.56,38.48,14.0,3545.0,946.0,411.0,3.4609
-119.53,36.65,43.0,1676.0,1056.0,276.0,2.5562
-122.1,37.7,25.0,2973.0,1413.0,595.0,4.3819
-119.45,35.16,34.0,3437.0,1783.0,608.0,2.3912
-124.19,41.78,15.0,3140.0,1645.0,640.0,1.6654
-122.04,37.97,21.0,6445.0,3621.0,1735.0,2.5841
-118.3,34.07,31.0,1489.0,1793.0,556.0,2.4348
-118.25,34.01,43.0,1429.0,1412.0,354.0,1.3287
-118.32,34.04,44.0,1008.0,544.0,223.0,2.8654
-118.5,34.27,35.0,2235.0,1148.0,416.0,4.869
-119.28,35.52,36.0,786.0,573.0,134.0,2.2321
-118.58,34.15,21.0,3856.0,1422.0,535.0,8.4196
-124.17,40.75,13.0,2171.0,951.0,353.0,4.8516
-122.02,37.58,15.0,3052.0,2097.0,728.0,3.3617
-119.0,35.33,35.0,991.0,620.0,207.0,1.9417
-118.42,34.16,17.0,277.0,119.0,59.0,4.0208
-118.37,34.24,40.0,1283.0,594.0,236.0,4.1121
-122.33,37.97,19.0,5151.0,2548.0,1165.0,3.3125
-122.11,37.66,35.0,2843.0,1726.0,643.0,3.09
-121.97,37.57,21.0,4342.0,2172.0,789.0,4.6146
-122.37,37.94,49.0,969.0,599.0,195.0,1.3167
-118.42,34.24,17.0,2049.0,2243.0,541.0,2.525
-122.07,37.63,35.0,1931.0,1175.0,337.0,3.7292
-118.51,34.26,29.0,2472.0,1109.0,397.0,5.5433
-118.55,34.17,36.0,2127.0,761.0,274.0,7.8392
-118.44,35.75,23.0,3166.0,1097.0,493.0,2.6288
-122.26,37.88,52.0,2604.0,1798.0,769.0,1.725
-122.27,37.82,41.0,3221.0,1959.0,720.0,1.1108
-122.34,37.93,32.0,2389.0,1672.0,584.0,1.4423
-118.44,34.18,17.0,1546.0,2423.0,556.0,2.1977
-122.27,37.85,40.0,751.0,409.0,166.0,1.3578
-122.89,38.93,20.0,1214.0,504.0,223.0,2.7188
-122.25,37.79,52.0,902.0,846.0,227.0,3.625
-120.54,38.07,37.0,736.0,339.0,140.0,2.2875
-118.32,34.07,52.0,2156.0,861.0,311.0,8.8062
-121.85,39.72,18.0,7272.0,5022.0,1524.0,1.6911
-121.9,38.0,14.0,2677.0,1288.0,375.0,6.0497
-120.9,38.2,16.0,3120.0,1319.0,526.0,2.0472
-119.74,36.85,3.0,10425.0,4432.0,1778.0,3.9032
-118.43,34.22,34.0,1588.0,1080.0,340.0,3.66
-118.58,34.2,37.0,1389.0,826.0,249.0,5.015
-121.96,37.96,28.0,1838.0,899.0,270.0,5.2145
-118.43,34.32,34.0,2657.0,1948.0,532.0,4.2330000000000005
-119.68,36.81,13.0,2589.0,1356.0,435.0,5.0253
-118.54,34.23,35.0,3422.0,1690.0,574.0,4.375
-124.14,40.72,18.0,2581.0,1375.0,503.0,2.8446
-122.61,38.93,14.0,231.0,108.0,31.0,4.3897
-118.37,34.16,10.0,2606.0,1373.0,680.0,3.6128
-119.76,36.75,41.0,1576.0,1567.0,366.0,1.2545
-122.32,37.93,40.0,1141.0,434.0,196.0,3.9464
-118.34,34.05,52.0,2530.0,1122.0,449.0,3.9167
-118.56,34.2,35.0,2273.0,1431.0,403.0,4.0789
-122.32,37.97,33.0,1595.0,991.0,300.0,4.6937
-122.32,37.92,29.0,2304.0,1377.0,454.0,5.0187
-119.8,36.78,43.0,2382.0,874.0,380.0,3.5542
-118.34,34.13,45.0,2375.0,751.0,410.0,6.6739
-122.09,37.71,35.0,2663.0,1086.0,367.0,5.1498
-118.27,34.08,38.0,2265.0,2899.0,792.0,2.5521
-122.13,37.76,26.0,3266.0,1222.0,533.0,5.37
-122.07,37.69,29.0,2304.0,1021.0,552.0,2.5362
-118.98,35.38,39.0,1497.0,1182.0,355.0,1.0648
-122.37,37.96,37.0,1572.0,1046.0,350.0,0.7403
-118.65,34.2,23.0,7480.0,3037.0,1058.0,6.9223
-117.98,35.1,4.0,923.0,352.0,135.0,4.5724
-122.12,37.7,41.0,3495.0,1849.0,750.0,2.679
-119.11,35.38,37.0,2044.0,894.0,359.0,2.9453
-122.12,37.88,35.0,2785.0,1001.0,363.0,8.0448
-122.29,37.87,44.0,2539.0,1382.0,713.0,2.537
-121.79,37.99,18.0,3646.0,1651.0,535.0,5.7321
-121.19,39.55,17.0,1483.0,481.0,211.0,1.4896
-122.26,37.98,28.0,2038.0,947.0,349.0,5.1178
-119.69,36.83,32.0,1098.0,726.0,224.0,1.4913
-120.72,38.24,32.0,2685.0,1061.0,492.0,2.5473
-122.33,38.0,35.0,3779.0,2493.0,679.0,2.9781
